,population,degree_centrality,population_normalized,degree_centrality_normalized,population_centrality
284,0,0.010282776349614395,1.0,1.8205128205128205,0.5818181818181819
285,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
286,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
287,0,0.0035347043701799484,1.0,1.282051282051282,0.19999999999999996
288,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
289,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
290,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
291,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
292,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
293,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
294,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
295,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
296,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
297,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
298,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
299,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
300,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
301,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
302,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
303,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
304,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
305,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
306,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
307,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
308,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
309,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
310,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
311,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
312,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
313,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
314,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
315,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
316,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
317,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
318,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
319,0,0.0032133676092544984,1.0,1.2564102564102564,0.18181818181818177
320,22,0.0006426735218508997,1.001213324509155,1.0512820512820513,0.037268114634097294
321,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
322,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
323,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
324,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
325,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
326,0,0.0,1.0,1.0,0.0
327,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
328,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
329,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
330,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
331,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
332,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
333,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
334,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
335,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
